"FID_","presence","aggname","species","LAT","LONG_","UID","AGGNAME_1","LAT_1","LONG_1","REGION","MASK","X","Y","SRTMV4","BIO1_PRDCT","BIO12_PRDC","Same","Elev_Temp","Elev_Preci"
,1.000000,"CPV6","Peromyscuscalifornicus",37.708810,-120.221210,19.000000,"CPV6",0.000000,0.000000,"YO",18.000000,-19475.184180,-34167.234750,420.264700,1.000000,1.000000,1.000000,"Temp Up","Precip Up"
,1.000000,"ElPortal1","Peromyscuscalifornicus",37.679890,-119.783175,27.000000,"ElPortal1",0.000000,0.000000,"YO",26.000000,19096.484790,-37383.049510,854.071800,1.000000,1.000000,1.000000,"Temp Up","Precip Up"
,1.000000,"ElPortal2","Peromyscuscalifornicus",37.673726,-119.793537,28.000000,"ElPortal2",0.000000,0.000000,"YO",27.000000,18185.363350,-38070.313930,571.839000,1.000000,1.000000,1.000000,"Temp Up","Precip Up"
,1.000000,"ElPortal3","Peromyscuscalifornicus",37.688188,-119.764217,29.000000,"ElPortal3",0.000000,0.000000,"YO",28.000000,20763.880270,-36456.608890,1202.030000,1.000000,1.000000,1.000000,"Temp Up","Precip Up"
,1.000000,"PleasantValley1","Peromyscuscalifornicus",37.656380,-120.290420,127.000000,"PleasantValley1",0.000000,0.000000,"YO",126.000000,-25586.224500,-39979.215120,250.635000,-1.000000,1.000000,0.000000,"Temp Down","Precip Up"
,1.000000,"SSHistoricMillCreek","Peromyscuscalifornicus",35.530586,-118.622159,155.000000,"SSHistoricMillCreek",0.000000,0.000000,"SS",154.000000,124817.979500,-275357.466800,765.090300,1.000000,1.000000,1.000000,"Temp Up","Precip Up"
,1.000000,"SSModernDunlapMillCreek","Peromyscuscalifornicus",36.730162,-119.118640,176.000000,"SSModernDunlapMillCreek",0.000000,0.000000,"SS",175.000000,78604.584610,-142609.417200,578.186800,1.000000,1.000000,1.000000,"Temp Up","Precip Up"
,1.000000,"SSModernMillCreek","Peromyscuscalifornicus",35.535328,-118.617320,190.000000,"SSModernMillCreek",0.000000,0.000000,"SS",189.000000,125248.629800,-274824.419800,741.362400,-1.000000,1.000000,0.000000,"Temp Down","Precip Up"
